Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-07,12:50 PM,7:45 PM +2 (2025-10-09),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,5:15 PM +1 (2025-10-08),21 hr 50 min,3 stops,"IDR 49,775,400"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,8:30 PM +1 (2025-10-08),25 hr 5 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,9:35 PM +1 (2025-10-08),26 hr 10 min,3 stops,"IDR 53,251,000"
"Cathay Pacific, China Eastern",2025-10-07,12:05 AM,8:55 PM (2025-10-07),18 hr 50 min,2 stops,"IDR 53,965,200"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-10-07,5:25 PM,8:25 PM +1 (2025-10-08),25 hr,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,8:30 PM +1 (2025-10-08),25 hr 5 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,8:30 PM +1 (2025-10-08),25 hr 5 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,9:35 PM +1 (2025-10-08),26 hr 10 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,9:35 PM +1 (2025-10-08),26 hr 10 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,6:40 AM +2 (2025-10-09),35 hr 15 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,6:40 AM +2 (2025-10-09),35 hr 15 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,6:40 AM +2 (2025-10-09),35 hr 15 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-07,5:25 PM,6:40 AM +2 (2025-10-09),35 hr 15 min,3 stops,"IDR 59,024,600"
"Cathay Pacific, ANA",2025-10-07,2:20 PM,9:45 AM +1 (2025-10-08),17 hr 25 min,2 stops,"IDR 62,615,800"
Air China,2025-10-07,1:45 AM,5:25 PM (2025-10-07),13 hr 40 min,1 stop,Price unavailable
Air China,2025-10-07,1:45 AM,6:50 PM (2025-10-07),15 hr 5 min,1 stop,Price unavailable
Air China,2025-10-07,1:45 AM,8:00 PM (2025-10-07),16 hr 15 min,1 stop,Price unavailable
Air China,2025-10-07,1:45 AM,9:30 PM (2025-10-07),17 hr 45 min,1 stop,Price unavailable
Air China,2025-10-07,1:45 AM,12:25 PM +1 (2025-10-08),32 hr 40 min,1 stop,Price unavailable
Air China,2025-10-07,1:45 AM,1:40 PM +1 (2025-10-08),33 hr 55 min,1 stop,Price unavailable
Air China,2025-10-07,1:45 AM,2:30 PM +1 (2025-10-08),34 hr 45 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,4:15 AM,6:05 PM (2025-10-07),11 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,4:15 AM,7:40 AM +1 (2025-10-08),25 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,5:25 AM,5:30 PM (2025-10-07),10 hr 5 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,5:25 AM,6:45 AM +1 (2025-10-08),23 hr 20 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,8:05 AM,6:45 AM +1 (2025-10-08),20 hr 40 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,9:10 AM,7:40 AM +1 (2025-10-08),20 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,9:25 AM,6:45 AM +1 (2025-10-08),19 hr 20 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,11:10 AM,7:40 AM +1 (2025-10-08),18 hr 30 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,11:10 AM,6:05 PM +1 (2025-10-08),28 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,11:15 AM,6:45 AM +1 (2025-10-08),17 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,11:15 AM,3:45 PM +1 (2025-10-08),26 hr 30 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,12:15 PM,7:40 AM +1 (2025-10-08),17 hr 25 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,12:15 PM,6:05 PM +1 (2025-10-08),27 hr 50 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,7:15 AM +1 (2025-10-08),15 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,7:35 AM +1 (2025-10-08),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,7:35 AM +1 (2025-10-08),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,7:35 AM +1 (2025-10-08),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,8:00 AM +1 (2025-10-08),16 hr 10 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,3:05 PM +1 (2025-10-08),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,3:05 PM +1 (2025-10-08),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,3:05 PM +1 (2025-10-08),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,3:05 PM +1 (2025-10-08),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,3:05 PM +1 (2025-10-08),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-07,1:50 PM,8:00 AM +2 (2025-10-09),40 hr 10 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,2:30 PM,8:00 AM +1 (2025-10-08),15 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,2:30 PM,3:45 PM +1 (2025-10-08),23 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,2:30 PM,9:55 PM +1 (2025-10-08),29 hr 25 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,4:05 PM,7:40 AM +1 (2025-10-08),13 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,4:05 PM,6:05 PM +1 (2025-10-08),24 hr,1 stop,Price unavailable
Singapore Airlines,2025-10-07,5:00 PM,8:00 AM +1 (2025-10-08),13 hr,1 stop,Price unavailable
Singapore Airlines,2025-10-07,5:00 PM,3:45 PM +1 (2025-10-08),20 hr 45 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,5:00 PM,9:55 PM +1 (2025-10-08),26 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,6:05 PM,8:00 AM +1 (2025-10-08),11 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,6:05 PM,3:45 PM +1 (2025-10-08),19 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,6:05 PM,9:55 PM +1 (2025-10-08),25 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,6:25 PM,7:40 AM +1 (2025-10-08),11 hr 15 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,6:25 PM,6:05 PM +1 (2025-10-08),21 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,7:20 PM,8:00 AM +1 (2025-10-08),10 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,7:20 PM,3:45 PM +1 (2025-10-08),18 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,7:20 PM,5:30 PM +1 (2025-10-08),20 hr 10 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,7:20 PM,9:55 PM +1 (2025-10-08),24 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-07,7:50 PM,6:05 PM +1 (2025-10-08),20 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,8:15 PM,8:00 AM +1 (2025-10-08),9 hr 45 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,8:15 PM,3:45 PM +1 (2025-10-08),17 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-07,8:15 PM,5:30 PM +1 (2025-10-08),19 hr 15 min,1 stop,Price unavailable
Air China,2025-10-07,11:00 PM,3:50 PM +1 (2025-10-08),14 hr 50 min,1 stop,Price unavailable
Air China,2025-10-07,11:00 PM,6:35 PM +1 (2025-10-08),17 hr 35 min,2 stops,Price unavailable
Air China,2025-10-07,11:00 PM,8:00 PM +1 (2025-10-08),19 hr,2 stops,Price unavailable
Air China,2025-10-07,11:00 PM,3:50 PM +2 (2025-10-09),38 hr 50 min,1 stop,Price unavailable
EVA Air,2025-10-08,2:30 PM,12:25 PM +1 (2025-10-09),19 hr 55 min,1 stop,"IDR 3,471,400"
Scoot,2025-10-08,5:55 PM,6:40 AM +1 (2025-10-09),10 hr 45 min,1 stop,"IDR 4,907,998"
China Airlines,2025-10-08,1:30 AM,5:00 PM (2025-10-08),13 hr 30 min,1 stop,"IDR 4,951,800"
EVA Air + ANA,2025-10-08,2:30 PM,11:35 AM +1 (2025-10-09),19 hr 5 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-08,2:30 PM,1:25 PM +1 (2025-10-09),20 hr 55 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-08,2:30 PM,7:40 PM +1 (2025-10-09),27 hr 10 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-08,2:30 PM,8:05 PM +1 (2025-10-09),27 hr 35 min,1 stop,"IDR 3,471,400"
Vietjet,2025-10-08,1:30 PM,7:55 AM +1 (2025-10-09),16 hr 25 min,1 stop,"IDR 4,195,468"
Vietjet,2025-10-08,1:30 PM,1:00 AM +2 (2025-10-10),33 hr 30 min,1 stop,"IDR 4,195,468"
Scoot,2025-10-08,9:30 AM,11:10 AM +1 (2025-10-09),23 hr 40 min,2 stops,"IDR 4,582,352"
Scoot,2025-10-08,5:55 PM,11:10 AM +1 (2025-10-09),15 hr 15 min,2 stops,"IDR 4,582,352"
"Indonesia AirAsia, AirAsia X",2025-10-08,5:00 AM,10:35 PM (2025-10-08),15 hr 35 min,1 stop,"IDR 4,789,302"
"Indonesia AirAsia, AirAsia X",2025-10-08,6:25 AM,10:35 PM (2025-10-08),14 hr 10 min,1 stop,"IDR 4,789,302"
"AirAsia, AirAsia X",2025-10-08,8:35 AM,10:35 PM (2025-10-08),12 hr,1 stop,"IDR 4,789,302"
Scoot,2025-10-08,12:30 PM,6:40 AM +1 (2025-10-09),16 hr 10 min,1 stop,"IDR 4,907,998"
China Airlines,2025-10-08,1:30 AM,7:00 PM (2025-10-08),15 hr 30 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-08,1:30 AM,8:45 PM (2025-10-08),17 hr 15 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-08,2:40 PM,1:15 PM +1 (2025-10-09),20 hr 35 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-08,2:40 PM,4:55 PM +1 (2025-10-09),24 hr 15 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-08,2:40 PM,7:00 PM +1 (2025-10-09),26 hr 20 min,1 stop,"IDR 4,951,800"
Thai Lion Air,2025-10-08,8:30 PM,4:30 PM +1 (2025-10-09),18 hr,2 stops,"IDR 4,995,400"
Scoot,2025-10-08,12:30 PM,11:10 AM +1 (2025-10-09),20 hr 40 min,2 stops,"IDR 5,182,352"
Scoot,2025-10-08,8:05 PM,11:10 AM +1 (2025-10-09),13 hr 5 min,2 stops,"IDR 5,182,352"
"Indonesia AirAsia, Thai AirAsia X",2025-10-08,12:05 PM,10:45 AM +1 (2025-10-09),20 hr 40 min,1 stop,"IDR 5,240,520"
SriLankan,2025-10-08,2:25 PM,8:10 AM +1 (2025-10-09),15 hr 45 min,1 stop,"IDR 5,266,200"
"AirAsia, AirAsia X",2025-10-08,8:30 PM,10:35 PM +1 (2025-10-09),24 hr 5 min,1 stop,"IDR 5,414,789"
"AirAsia, AirAsia X",2025-10-08,9:15 PM,10:35 PM +1 (2025-10-09),23 hr 20 min,1 stop,"IDR 5,414,789"
Vietjet,2025-10-08,2:00 PM,8:00 AM +1 (2025-10-09),16 hr,1 stop,"IDR 5,453,330"
Vietjet,2025-10-08,2:00 PM,3:30 PM +1 (2025-10-09),23 hr 30 min,1 stop,"IDR 5,453,330"
Scoot,2025-10-08,9:30 AM,7:55 PM +1 (2025-10-09),32 hr 25 min,2 stops,"IDR 5,557,998"
China Eastern,2025-10-08,11:30 PM,12:50 PM +1 (2025-10-09),11 hr 20 min,1 stop,"IDR 5,673,000"
"China Eastern, Shanghai Airlines",2025-10-08,11:30 PM,3:50 PM +1 (2025-10-09),14 hr 20 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-08,11:30 PM,3:55 PM +1 (2025-10-09),14 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-08,11:30 PM,6:30 PM +1 (2025-10-09),17 hr,1 stop,"IDR 5,673,000"
China Eastern,2025-10-08,11:30 PM,8:55 PM +1 (2025-10-09),19 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-08,11:30 PM,9:20 PM +1 (2025-10-09),19 hr 50 min,1 stop,"IDR 5,673,000"
THAI,2025-10-08,7:00 PM,8:10 AM +1 (2025-10-09),11 hr 10 min,1 stop,"IDR 5,979,300"
Scoot,2025-10-08,12:30 PM,7:55 PM +1 (2025-10-09),29 hr 25 min,2 stops,"IDR 6,257,998"
Scoot,2025-10-08,5:55 PM,7:55 PM +1 (2025-10-09),24 hr,2 stops,"IDR 6,257,998"
Scoot,2025-10-08,8:05 PM,7:55 PM +1 (2025-10-09),21 hr 50 min,2 stops,"IDR 6,257,998"
Thai Lion Air,2025-10-08,8:30 PM,4:30 PM +1 (2025-10-09),18 hr,2 stops,"IDR 6,334,100"
"Indonesia AirAsia, Thai AirAsia X",2025-10-08,12:05 PM,8:00 AM +1 (2025-10-09),17 hr 55 min,1 stop,"IDR 6,572,021"
THAI,2025-10-08,12:35 PM,6:20 AM +1 (2025-10-09),15 hr 45 min,1 stop,"IDR 6,828,300"
THAI,2025-10-08,12:35 PM,8:10 AM +1 (2025-10-09),17 hr 35 min,1 stop,"IDR 6,828,300"
THAI,2025-10-08,7:00 PM,3:55 PM +1 (2025-10-09),18 hr 55 min,1 stop,"IDR 6,828,300"
Singapore Airlines + ANA,2025-10-08,5:25 AM,5:30 PM (2025-10-08),10 hr 5 min,1 stop,"IDR 6,866,200"
Singapore Airlines + ANA,2025-10-08,5:25 AM,9:55 PM (2025-10-08),14 hr 30 min,1 stop,"IDR 6,866,200"
China Southern,2025-10-08,9:10 AM,1:30 PM +1 (2025-10-09),26 hr 20 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-08,9:10 AM,2:20 PM +1 (2025-10-09),27 hr 10 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-08,1:15 PM,1:30 PM +1 (2025-10-09),22 hr 15 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-08,1:15 PM,2:20 PM +1 (2025-10-09),23 hr 5 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-08,1:15 PM,7:45 PM +1 (2025-10-09),28 hr 30 min,1 stop,"IDR 7,043,900"
Scoot,2025-10-08,9:30 AM,6:40 AM +1 (2025-10-09),19 hr 10 min,1 stop,"IDR 7,107,998"
Royal Brunei,2025-10-08,1:10 PM,7:30 AM +2 (2025-10-10),40 hr 20 min,1 stop,"IDR 7,334,300"
"Indonesia AirAsia, Thai AirAsia",2025-10-08,12:05 PM,12:55 PM +1 (2025-10-09),22 hr 50 min,2 stops,"IDR 7,337,137"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-08,3:40 PM,2:30 PM +1 (2025-10-09),20 hr 50 min,1 stop,"IDR 7,573,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-08,5:40 PM,2:30 PM +1 (2025-10-09),18 hr 50 min,1 stop,"IDR 7,573,200"
XiamenAir,2025-10-08,1:35 PM,1:45 PM +1 (2025-10-09),22 hr 10 min,1 stop,"IDR 7,672,600"
Singapore Airlines,2025-10-08,2:30 PM,8:00 AM +1 (2025-10-09),15 hr 30 min,1 stop,"IDR 7,983,200"
Singapore Airlines,2025-10-08,5:00 PM,8:00 AM +1 (2025-10-09),13 hr,1 stop,"IDR 7,983,200"
Singapore Airlines,2025-10-08,6:05 PM,8:00 AM +1 (2025-10-09),11 hr 55 min,1 stop,"IDR 7,983,200"
Singapore Airlines,2025-10-08,7:20 PM,8:00 AM +1 (2025-10-09),10 hr 40 min,1 stop,"IDR 7,983,200"
Singapore Airlines,2025-10-08,8:15 PM,8:00 AM +1 (2025-10-09),9 hr 45 min,1 stop,"IDR 7,983,200"
THAI,2025-10-08,12:35 PM,3:55 PM +1 (2025-10-09),25 hr 20 min,1 stop,"IDR 8,264,400"
Cathay Pacific + JAL,2025-10-08,12:05 AM,1:40 PM (2025-10-08),11 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific + JAL,2025-10-08,12:05 AM,1:55 PM (2025-10-08),11 hr 50 min,1 stop,"IDR 8,330,500"
Cathay Pacific + JAL,2025-10-08,12:05 AM,2:30 PM (2025-10-08),12 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,12:05 AM,4:05 PM (2025-10-08),14 hr,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,12:05 AM,8:30 PM (2025-10-08),18 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,12:05 AM,9:35 PM (2025-10-08),19 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,12:05 AM,6:40 AM +1 (2025-10-09),28 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,8:10 AM,8:30 PM (2025-10-08),10 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,8:10 AM,9:35 PM (2025-10-08),11 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,8:10 AM,6:40 AM +1 (2025-10-09),20 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,8:10 AM,1:40 PM +1 (2025-10-09),27 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,8:10 AM,1:55 PM +1 (2025-10-09),27 hr 45 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,8:10 AM,2:30 PM +1 (2025-10-09),28 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,8:10 AM,4:05 PM +1 (2025-10-09),29 hr 55 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,2:20 PM,6:40 AM +1 (2025-10-09),14 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,2:20 PM,1:40 PM +1 (2025-10-09),21 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,2:20 PM,1:55 PM +1 (2025-10-09),21 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,2:20 PM,2:30 PM +1 (2025-10-09),22 hr 10 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,2:20 PM,4:05 PM +1 (2025-10-09),23 hr 45 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,2:20 PM,8:30 PM +1 (2025-10-09),28 hr 10 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,2:20 PM,9:35 PM +1 (2025-10-09),29 hr 15 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-08,12:05 AM,5:15 PM (2025-10-08),15 hr 10 min,2 stops,"IDR 8,603,600"
Cathay Pacific,2025-10-08,2:20 PM,5:15 PM +1 (2025-10-09),24 hr 55 min,2 stops,"IDR 8,603,600"
Cathay Pacific,2025-10-08,12:05 AM,5:15 PM (2025-10-08),15 hr 10 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-10-08,12:05 AM,5:15 PM (2025-10-08),15 hr 10 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-10-08,12:05 AM,5:15 PM (2025-10-08),15 hr 10 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-10-08,12:05 AM,5:15 PM (2025-10-08),15 hr 10 min,2 stops,"IDR 8,926,000"
THAI,2025-10-08,7:00 PM,9:10 PM +1 (2025-10-09),24 hr 10 min,1 stop,"IDR 9,014,400"
China Airlines,2025-10-08,2:40 PM,11:20 AM +1 (2025-10-09),18 hr 40 min,1 stop,"IDR 9,216,800"
ANA,2025-10-08,6:10 AM,3:45 PM (2025-10-08),7 hr 35 min,Nonstop,"IDR 9,292,900"
ANA,2025-10-08,7:00 AM,4:30 PM (2025-10-08),7 hr 30 min,Nonstop,"IDR 9,642,900"
XiamenAir,2025-10-08,7:05 AM,1:40 PM +1 (2025-10-09),28 hr 35 min,1 stop,"IDR 9,817,600"
"Shandong, China Southern",2025-10-08,12:25 AM,7:45 PM (2025-10-08),17 hr 20 min,2 stops,"IDR 9,921,100"
XiamenAir,2025-10-08,11:30 PM,1:45 PM +1 (2025-10-09),12 hr 15 min,1 stop,"IDR 10,155,600"
JAL + Garuda Indonesia,2025-10-08,9:55 PM,7:25 AM +1 (2025-10-09),7 hr 30 min,Nonstop,"IDR 10,207,200"
"China Eastern, JAL",2025-10-08,11:30 PM,3:55 PM +1 (2025-10-09),14 hr 25 min,2 stops,"IDR 10,520,600"
ANA,2025-10-08,9:25 PM,6:50 AM +1 (2025-10-09),7 hr 25 min,Nonstop,"IDR 10,565,900"
THAI,2025-10-08,12:35 PM,6:55 AM +1 (2025-10-09),16 hr 20 min,1 stop,"IDR 10,631,300"
"China Eastern, JAL",2025-10-08,11:30 PM,4:10 PM +1 (2025-10-09),14 hr 40 min,2 stops,"IDR 11,178,200"
"China Eastern, JAL",2025-10-08,11:30 PM,4:10 PM +1 (2025-10-09),14 hr 40 min,2 stops,"IDR 11,178,200"
Korean Air,2025-10-08,9:50 PM,10:50 PM +1 (2025-10-09),23 hr,1 stop,"IDR 11,224,900"
Singapore Airlines,2025-10-08,8:15 PM,8:00 AM +2 (2025-10-10),33 hr 45 min,1 stop,"IDR 11,716,300"
"Scoot, Singapore Airlines",2025-10-08,9:30 AM,9:55 PM (2025-10-08),10 hr 25 min,1 stop,"IDR 11,916,200"
"Scoot, Singapore Airlines",2025-10-08,8:05 PM,8:00 AM +1 (2025-10-09),9 hr 55 min,1 stop,"IDR 11,916,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-08,11:30 PM,3:40 PM +1 (2025-10-09),14 hr 10 min,2 stops,"IDR 11,944,200"
"China Eastern, ANA + Operated by ANA Wings",2025-10-08,11:30 PM,5:30 PM +1 (2025-10-09),16 hr,2 stops,"IDR 11,944,200"
"China Eastern, ANA + Operated by ANA Wings",2025-10-08,11:30 PM,5:30 PM +1 (2025-10-09),16 hr,2 stops,"IDR 11,944,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-08,11:30 PM,6:55 PM +1 (2025-10-09),17 hr 25 min,2 stops,"IDR 11,944,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-08,11:30 PM,6:55 PM +1 (2025-10-09),17 hr 25 min,2 stops,"IDR 11,944,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-08,11:30 PM,7:55 PM +1 (2025-10-09),18 hr 25 min,2 stops,"IDR 11,944,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-08,11:30 PM,7:55 PM +1 (2025-10-09),18 hr 25 min,2 stops,"IDR 11,944,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-08,11:30 PM,7:55 PM +1 (2025-10-09),18 hr 25 min,2 stops,"IDR 11,944,200"
Garuda Indonesia + JAL,2025-10-08,11:25 PM,8:50 AM +1 (2025-10-09),7 hr 25 min,Nonstop,"IDR 11,991,100"
"China Eastern, JAL + Operated by JTA",2025-10-08,11:30 PM,4:05 PM +1 (2025-10-09),14 hr 35 min,2 stops,"IDR 12,050,900"
"China Eastern, JAL + Operated by JTA",2025-10-08,11:30 PM,7:50 PM +1 (2025-10-09),18 hr 20 min,2 stops,"IDR 12,050,900"
"Garuda Indonesia, ANA",2025-10-08,5:30 AM,7:15 PM (2025-10-08),11 hr 45 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-08,11:50 AM,2:30 PM +1 (2025-10-09),24 hr 40 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-10-08,3:40 PM,7:15 PM +1 (2025-10-09),25 hr 35 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-10-08,5:40 PM,7:15 PM +1 (2025-10-09),23 hr 35 min,1 stop,"IDR 12,289,200"
"XiamenAir, China Southern",2025-10-08,11:30 PM,7:45 PM +1 (2025-10-09),18 hr 15 min,2 stops,"IDR 12,569,000"
"China Eastern, ANA + Operated by ANA Wings",2025-10-08,11:30 PM,6:15 PM +1 (2025-10-09),16 hr 45 min,2 stops,"IDR 12,694,900"
"China Eastern, ANA + Operated by ANA Wings",2025-10-08,11:30 PM,7:50 PM +1 (2025-10-09),18 hr 20 min,2 stops,"IDR 12,694,900"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-08,11:50 PM,3:10 PM +1 (2025-10-09),13 hr 20 min,1 stop,"IDR 12,770,300"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-08,11:50 PM,8:00 PM +1 (2025-10-09),18 hr 10 min,1 stop,"IDR 12,770,300"
Singapore Airlines,2025-10-08,8:05 AM,9:55 PM (2025-10-08),11 hr 50 min,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-08,9:25 AM,9:55 PM (2025-10-08),10 hr 30 min,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-08,2:30 PM,6:45 AM +1 (2025-10-09),14 hr 15 min,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-08,5:00 PM,6:45 AM +1 (2025-10-09),11 hr 45 min,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-08,6:05 PM,6:45 AM +1 (2025-10-09),10 hr 40 min,1 stop,"IDR 12,827,200"
Korean Air,2025-10-08,9:50 PM,12:40 PM +1 (2025-10-09),12 hr 50 min,1 stop,"IDR 13,024,900"
Korean Air,2025-10-08,9:50 PM,3:25 PM +1 (2025-10-09),15 hr 35 min,1 stop,"IDR 13,024,900"
Korean Air,2025-10-08,9:50 PM,7:35 PM +1 (2025-10-09),19 hr 45 min,1 stop,"IDR 13,024,900"
Korean Air,2025-10-08,9:50 PM,9:05 PM +1 (2025-10-09),21 hr 15 min,1 stop,"IDR 13,024,900"
"China Eastern, JAL",2025-10-08,11:30 PM,8:40 PM +1 (2025-10-09),19 hr 10 min,2 stops,"IDR 13,172,900"
Philippine Airlines + ANA,2025-10-08,12:55 AM,1:10 PM (2025-10-08),10 hr 15 min,1 stop,"IDR 13,183,000"
"China Eastern, JAL",2025-10-08,11:30 PM,3:35 PM +1 (2025-10-09),14 hr 5 min,2 stops,"IDR 13,255,300"
