Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
"Asiana Airlines, Korean Air",2025-11-24,10:30 PM,9:05 PM +1 (2025-11-25),20 hr 35 min,1 stop,"IDR 9,424,900"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-11-24,11:30 PM,9:00 PM +1 (2025-11-25),19 hr 30 min,1 stop,"IDR 9,424,900"
"Korean Air, Asiana Airlines",2025-11-24,9:50 PM,5:50 PM +1 (2025-11-25),18 hr,1 stop,"IDR 9,590,600"
"Asiana Airlines, Korean Air",2025-11-24,10:30 PM,6:35 PM +1 (2025-11-25),18 hr 5 min,1 stop,"IDR 9,590,600"
"Asiana Airlines, Korean Air",2025-11-24,10:30 PM,9:35 PM +1 (2025-11-25),21 hr 5 min,1 stop,"IDR 9,590,600"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-11-24,11:30 PM,5:50 PM +1 (2025-11-25),16 hr 20 min,1 stop,"IDR 9,590,600"
ANA,2025-11-24,9:45 PM,6:50 AM +1 (2025-11-25),7 hr 5 min,Nonstop,"IDR 9,642,900"
China Airlines,2025-11-24,1:30 AM,1:30 PM (2025-11-24),10 hr,1 stop,"IDR 9,843,800"
"Garuda Indonesia, Jeju Air",2025-11-24,5:30 PM,5:15 PM +1 (2025-11-25),21 hr 45 min,2 stops,"IDR 9,845,400"
"Garuda Indonesia, Jeju Air",2025-11-24,5:30 PM,6:40 PM +1 (2025-11-25),23 hr 10 min,2 stops,"IDR 9,845,400"
"Garuda Indonesia, Jeju Air",2025-11-24,5:30 PM,10:35 AM +2 (2025-11-26),39 hr 5 min,2 stops,"IDR 9,845,400"
"Garuda Indonesia, Jeju Air",2025-11-24,5:30 PM,5:15 PM +2 (2025-11-26),45 hr 45 min,2 stops,"IDR 9,845,400"
"Garuda Indonesia, Jeju Air",2025-11-24,5:30 PM,6:40 PM +2 (2025-11-26),47 hr 10 min,2 stops,"IDR 9,845,400"
EVA Air,2025-11-24,2:35 PM,8:20 PM +1 (2025-11-25),27 hr 45 min,1 stop,"IDR 9,999,400"
"Garuda Indonesia, Jeju Air",2025-11-24,5:30 PM,1:00 PM +2 (2025-11-26),41 hr 30 min,2 stops,"IDR 10,011,100"
"Asiana Airlines, Korean Air",2025-11-24,10:30 PM,12:25 PM +1 (2025-11-25),11 hr 55 min,1 stop,"IDR 10,024,900"
"Garuda Indonesia, Korean Air",2025-11-24,11:30 PM,9:05 PM +1 (2025-11-25),19 hr 35 min,1 stop,"IDR 10,024,900"
"China Eastern, ANA + Operated by ANA Wings",2025-11-24,11:45 PM,5:05 PM +1 (2025-11-25),15 hr 20 min,2 stops,"IDR 10,085,200"
"China Eastern, ANA + Operated by Star Flyer",2025-11-24,11:45 PM,6:55 PM +1 (2025-11-25),17 hr 10 min,2 stops,"IDR 10,085,200"
"China Eastern, ANA + Operated by Star Flyer",2025-11-24,11:45 PM,6:55 PM +1 (2025-11-25),17 hr 10 min,2 stops,"IDR 10,085,200"
"Korean Air, JAL",2025-11-24,9:50 PM,2:10 PM +1 (2025-11-25),14 hr 20 min,1 stop,"IDR 10,190,600"
"Garuda Indonesia, JAL + Korean Air",2025-11-24,11:30 PM,2:10 PM +1 (2025-11-25),12 hr 40 min,1 stop,"IDR 10,190,600"
"Garuda Indonesia, JAL + Korean Air",2025-11-24,11:30 PM,9:45 PM +1 (2025-11-25),20 hr 15 min,1 stop,"IDR 10,190,600"
JAL + Garuda Indonesia,2025-11-24,9:25 PM,6:40 AM +1 (2025-11-25),7 hr 15 min,Nonstop,"IDR 10,207,200"
"China Eastern, JAL",2025-11-24,11:45 PM,4:15 PM +1 (2025-11-25),14 hr 30 min,2 stops,"IDR 10,263,200"
Cathay Pacific,2025-11-24,12:15 AM,4:50 PM (2025-11-24),14 hr 35 min,2 stops,"IDR 10,356,000"
Cathay Pacific,2025-11-24,12:15 AM,4:50 PM (2025-11-24),14 hr 35 min,2 stops,"IDR 10,356,000"
Cathay Pacific,2025-11-24,12:15 AM,4:50 PM (2025-11-24),14 hr 35 min,2 stops,"IDR 10,356,000"
Cathay Pacific,2025-11-24,12:15 AM,4:50 PM (2025-11-24),14 hr 35 min,2 stops,"IDR 10,356,000"
"Philippine Airlines, ANA",2025-11-24,1:20 AM,3:05 PM (2025-11-24),11 hr 45 min,1 stop,"IDR 10,549,000"
"Asiana Airlines, JAL",2025-11-24,10:30 PM,6:30 PM +1 (2025-11-25),18 hr,2 stops,"IDR 10,573,300"
THAI,2025-11-24,1:05 PM,6:55 AM +1 (2025-11-25),15 hr 50 min,1 stop,"IDR 10,631,300"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-24,11:50 PM,7:15 PM +1 (2025-11-25),17 hr 25 min,1 stop,"IDR 10,924,300"
"China Eastern, ANA + Operated by Star Flyer",2025-11-24,11:45 PM,3:25 PM +1 (2025-11-25),13 hr 40 min,2 stops,"IDR 11,030,200"
"China Eastern, ANA + Operated by ANA Wings",2025-11-24,11:45 PM,5:05 PM +1 (2025-11-25),15 hr 20 min,2 stops,"IDR 11,030,200"
"China Eastern, ANA + Operated by Star Flyer",2025-11-24,11:45 PM,6:55 PM +1 (2025-11-25),17 hr 10 min,2 stops,"IDR 11,030,200"
Garuda Indonesia + JAL,2025-11-24,11:45 PM,8:50 AM +1 (2025-11-25),7 hr 5 min,Nonstop,"IDR 11,221,100"
"Philippine Airlines, Jetstar",2025-11-24,1:20 AM,6:05 AM +1 (2025-11-25),26 hr 45 min,1 stop,"IDR 11,234,100"
"Cathay Pacific, ANA + Operated by Air Japan",2025-11-24,12:15 AM,7:15 PM (2025-11-24),17 hr,1 stop,"IDR 11,319,000"
Garuda Indonesia,2025-11-24,1:00 PM,8:50 AM +2 (2025-11-26),41 hr 50 min,2 stops,"IDR 12,217,680"
"Garuda Indonesia, ANA",2025-11-24,3:40 PM,6:25 PM +1 (2025-11-25),24 hr 45 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-11-24,5:35 PM,6:25 PM +1 (2025-11-25),22 hr 50 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-11-24,6:55 PM,6:25 PM +1 (2025-11-25),21 hr 30 min,1 stop,"IDR 12,289,200"
"Philippine Airlines, ANA",2025-11-24,1:20 AM,8:00 PM (2025-11-24),16 hr 40 min,1 stop,"IDR 13,340,000"
"China Eastern, JAL",2025-11-24,11:45 PM,4:45 PM +1 (2025-11-25),15 hr,2 stops,"IDR 14,318,700"
China Airlines,2025-11-24,1:30 AM,4:35 PM (2025-11-24),13 hr 5 min,1 stop,"IDR 14,987,800"
China Airlines,2025-11-24,1:30 AM,6:30 PM (2025-11-24),15 hr,1 stop,"IDR 14,987,800"
"Garuda Indonesia, ANA",2025-11-24,5:50 AM,6:25 PM (2025-11-24),10 hr 35 min,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-24,5:50 AM,5:55 AM +1 (2025-11-25),22 hr 5 min,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-24,8:55 AM,5:55 AM +1 (2025-11-25),19 hr,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-24,11:30 AM,5:55 AM +1 (2025-11-25),16 hr 25 min,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-24,3:40 PM,5:55 AM +1 (2025-11-25),12 hr 15 min,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-24,5:35 PM,5:55 AM +1 (2025-11-25),10 hr 20 min,1 stop,"IDR 15,402,200"
"Singapore Airlines, ANA + Operated by Air Japan",2025-11-24,5:25 AM,5:55 AM +1 (2025-11-25),22 hr 30 min,1 stop,"IDR 15,418,700"
Garuda Indonesia,2025-11-24,7:05 AM,8:50 AM +1 (2025-11-25),23 hr 45 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-11-24,11:50 AM,8:50 AM +1 (2025-11-25),19 hr,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-11-24,1:30 PM,8:50 AM +1 (2025-11-25),17 hr 20 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-11-24,2:30 PM,8:50 AM +1 (2025-11-25),16 hr 20 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-11-24,3:50 PM,8:50 AM +1 (2025-11-25),15 hr,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-11-24,5:00 PM,8:50 AM +1 (2025-11-25),13 hr 50 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-11-24,7:45 PM,8:50 AM +1 (2025-11-25),11 hr 5 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-11-24,5:30 PM,8:50 AM +1 (2025-11-25),13 hr 20 min,1 stop,"IDR 15,694,100"
Garuda Indonesia,2025-11-24,7:55 AM,8:50 AM +1 (2025-11-25),22 hr 55 min,2 stops,"IDR 16,618,420"
Garuda Indonesia,2025-11-24,6:50 AM,8:50 AM +1 (2025-11-25),24 hr,2 stops,"IDR 17,170,300"
"Philippine Airlines, Asiana Airlines",2025-11-24,1:20 AM,9:00 PM (2025-11-24),17 hr 40 min,2 stops,"IDR 18,016,800"
"China Eastern, JAL",2025-11-24,11:45 PM,1:45 PM +1 (2025-11-25),12 hr,1 stop,"IDR 21,797,000"
"China Eastern, JAL",2025-11-24,11:45 PM,6:00 PM +1 (2025-11-25),16 hr 15 min,1 stop,"IDR 21,797,000"
"EVA Air, ANA",2025-11-24,2:35 PM,5:30 PM +1 (2025-11-25),24 hr 55 min,1 stop,"IDR 24,060,400"
"EVA Air, ANA",2025-11-24,2:35 PM,8:40 PM +1 (2025-11-25),28 hr 5 min,1 stop,"IDR 24,060,400"
"Garuda Indonesia, EVA Air + ANA",2025-11-24,5:30 PM,12:55 PM +2 (2025-11-26),41 hr 25 min,2 stops,"IDR 24,136,100"
"Garuda Indonesia, EVA Air + ANA",2025-11-24,5:30 PM,7:20 PM +2 (2025-11-26),47 hr 50 min,2 stops,"IDR 24,136,100"
"Philippine Airlines, JAL",2025-11-24,1:20 AM,3:45 PM (2025-11-24),12 hr 25 min,2 stops,"IDR 24,516,600"
"Philippine Airlines, JAL",2025-11-24,1:20 AM,10:20 PM (2025-11-24),19 hr,2 stops,"IDR 24,516,600"
"Philippine Airlines, JAL",2025-11-24,1:20 AM,10:15 PM (2025-11-24),18 hr 55 min,2 stops,"IDR 25,584,200"
"Garuda Indonesia, EVA Air, Cathay Pacific",2025-11-24,5:30 PM,4:50 PM +2 (2025-11-26),45 hr 20 min,2 stops,"IDR 26,145,700"
"Philippine Airlines, ANA",2025-11-24,1:20 AM,6:45 PM (2025-11-24),15 hr 25 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-11-24,1:20 AM,7:10 PM (2025-11-24),15 hr 50 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-11-24,1:20 AM,7:30 PM (2025-11-24),16 hr 10 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-11-24,1:20 AM,6:55 PM (2025-11-24),15 hr 35 min,2 stops,"IDR 26,206,000"
"Philippine Airlines, JAL",2025-11-24,1:20 AM,6:30 PM (2025-11-24),15 hr 10 min,2 stops,"IDR 27,166,400"
"Philippine Airlines, JAL",2025-11-24,1:20 AM,7:00 PM (2025-11-24),15 hr 40 min,2 stops,"IDR 27,166,400"
"Singapore Airlines, Asiana Airlines",2025-11-24,6:10 PM,11:20 AM +1 (2025-11-25),15 hr 10 min,2 stops,"IDR 27,762,700"
China Southern,2025-11-24,1:15 PM,1:05 PM +1 (2025-11-25),21 hr 50 min,2 stops,"IDR 28,471,600"
China Southern,2025-11-24,1:15 PM,1:15 PM +1 (2025-11-25),22 hr,2 stops,"IDR 28,471,600"
"China Southern, China Eastern",2025-11-24,12:20 AM,8:55 PM (2025-11-24),18 hr 35 min,2 stops,"IDR 31,140,600"
"Garuda Indonesia, Singapore Airlines + ANA",2025-11-24,5:50 AM,9:40 PM (2025-11-24),13 hr 50 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-11-24,5:50 AM,6:20 AM +1 (2025-11-25),22 hr 30 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-11-24,5:50 AM,7:30 AM +1 (2025-11-25),23 hr 40 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-11-24,8:55 AM,9:40 PM (2025-11-24),10 hr 45 min,1 stop,"IDR 31,838,200"
Singapore Airlines + ANA,2025-11-24,5:25 AM,5:05 PM (2025-11-24),9 hr 40 min,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA",2025-11-24,5:25 AM,6:25 PM (2025-11-24),11 hr,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-11-24,5:25 AM,9:40 PM (2025-11-24),14 hr 15 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-11-24,5:25 AM,7:30 AM +1 (2025-11-25),24 hr 5 min,1 stop,"IDR 31,854,700"
"Garuda Indonesia, Singapore Airlines, ANA",2025-11-24,5:35 PM,11:55 AM +1 (2025-11-25),16 hr 20 min,2 stops,"IDR 31,901,600"
"Garuda Indonesia, Singapore Airlines, ANA",2025-11-24,6:55 PM,11:55 AM +1 (2025-11-25),15 hr,2 stops,"IDR 31,901,600"
"Shandong, XiamenAir, ANA",2025-11-24,12:25 AM,5:25 PM (2025-11-24),15 hr,2 stops,"IDR 32,225,300"
"Shandong, XiamenAir, ANA",2025-11-24,12:25 AM,5:50 PM (2025-11-24),15 hr 25 min,2 stops,"IDR 32,225,300"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-24,1:00 PM,1:35 PM +2 (2025-11-26),46 hr 35 min,3 stops,"IDR 32,229,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-24,1:00 PM,1:35 PM +2 (2025-11-26),46 hr 35 min,3 stops,"IDR 32,229,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-24,1:00 PM,8:00 PM +2 (2025-11-26),53 hr,3 stops,"IDR 32,229,100"
"XiamenAir, ANA",2025-11-24,11:30 PM,5:25 PM +1 (2025-11-25),15 hr 55 min,2 stops,"IDR 32,964,200"
"Cathay Pacific, China Eastern",2025-11-24,12:15 AM,8:55 PM (2025-11-24),18 hr 40 min,2 stops,"IDR 35,253,600"
"Cathay Pacific, China Eastern",2025-11-24,12:15 AM,8:55 PM (2025-11-24),18 hr 40 min,2 stops,"IDR 35,253,600"
"Cathay Pacific, China Eastern",2025-11-24,12:15 AM,8:55 PM (2025-11-24),18 hr 40 min,2 stops,"IDR 35,253,600"
"Cathay Pacific, China Eastern",2025-11-24,12:15 AM,8:55 PM (2025-11-24),18 hr 40 min,2 stops,"IDR 35,581,300"
"Garuda Indonesia, Cathay Pacific + JAL",2025-11-24,1:00 PM,8:20 PM +1 (2025-11-25),29 hr 20 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,9:15 PM +1 (2025-11-25),30 hr 15 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,6:30 AM +2 (2025-11-26),39 hr 30 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,1:10 PM +2 (2025-11-26),46 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,2:10 PM +2 (2025-11-26),47 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,3:35 PM +2 (2025-11-26),48 hr 35 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, China Airlines, Cathay Pacific",2025-11-24,5:30 PM,4:50 PM +2 (2025-11-26),45 hr 20 min,2 stops,"IDR 40,090,900"
"THAI, ANA",2025-11-24,7:05 PM,11:55 AM +1 (2025-11-25),14 hr 50 min,2 stops,"IDR 42,836,400"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,6:30 AM +2 (2025-11-26),39 hr 30 min,3 stops,"IDR 43,802,080"
"Garuda Indonesia, Cathay Pacific",2025-11-24,5:30 PM,6:30 AM +2 (2025-11-26),35 hr,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-24,5:30 PM,1:10 PM +2 (2025-11-26),41 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-24,5:30 PM,2:10 PM +2 (2025-11-26),42 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific, JAL",2025-11-24,5:30 PM,3:20 PM +2 (2025-11-26),43 hr 50 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-24,5:30 PM,3:35 PM +2 (2025-11-26),44 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-24,5:30 PM,8:20 PM +2 (2025-11-26),48 hr 50 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + JAL + Operated by Star Flyer",2025-11-24,12:15 AM,3:25 PM (2025-11-24),13 hr 10 min,2 stops,"IDR 43,870,700"
"Garuda Indonesia, Cathay Pacific",2025-11-24,5:30 PM,4:50 PM +2 (2025-11-26),45 hr 20 min,3 stops,"IDR 44,091,600"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,6:30 AM +2 (2025-11-26),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,6:30 AM +2 (2025-11-26),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,6:30 AM +2 (2025-11-26),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,6:30 AM +2 (2025-11-26),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-24,1:00 PM,6:30 AM +2 (2025-11-26),39 hr 30 min,3 stops,"IDR 44,486,600"
"Cathay Pacific, JAL",2025-11-24,12:15 AM,8:25 PM (2025-11-24),18 hr 10 min,1 stop,"IDR 46,207,500"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,6:30 AM +2 (2025-11-26),35 hr,3 stops,"IDR 46,249,500"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,8:20 PM +1 (2025-11-25),24 hr 50 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific, JAL",2025-11-24,5:30 PM,8:25 PM +1 (2025-11-25),24 hr 55 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,9:15 PM +1 (2025-11-25),25 hr 45 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,9:15 PM +1 (2025-11-25),25 hr 45 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,6:30 AM +2 (2025-11-26),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,6:30 AM +2 (2025-11-26),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,6:30 AM +2 (2025-11-26),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,6:30 AM +2 (2025-11-26),35 hr,3 stops,"IDR 46,551,900"
"THAI, JAL + ANA",2025-11-24,7:05 PM,11:40 AM +1 (2025-11-25),14 hr 35 min,2 stops,"IDR 46,887,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,4:50 PM +1 (2025-11-25),21 hr 20 min,3 stops,"IDR 47,163,400"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-24,5:30 PM,8:20 PM +1 (2025-11-25),24 hr 50 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-24,5:30 PM,8:20 PM +1 (2025-11-25),24 hr 50 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-24,5:30 PM,9:15 PM +1 (2025-11-25),25 hr 45 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-24,5:30 PM,9:15 PM +1 (2025-11-25),25 hr 45 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,8:20 PM +1 (2025-11-25),24 hr 50 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,8:20 PM +1 (2025-11-25),24 hr 50 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-11-24,5:30 PM,8:25 PM +1 (2025-11-25),24 hr 55 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-11-24,5:30 PM,8:25 PM +1 (2025-11-25),24 hr 55 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,9:15 PM +1 (2025-11-25),25 hr 45 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-24,5:30 PM,9:15 PM +1 (2025-11-25),25 hr 45 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Royal Brunei, JAL + Cathay Pacific",2025-11-24,1:00 PM,8:25 PM +2 (2025-11-26),53 hr 25 min,3 stops,"IDR 74,411,700"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-11-24,1:00 PM,9:15 PM +2 (2025-11-26),54 hr 15 min,3 stops,"IDR 74,411,700"
"Shandong, Air China + Operated by Dalian Airlines",2025-11-24,12:25 AM,7:50 PM (2025-11-24),17 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-11-24,1:30 AM,3:05 PM (2025-11-24),11 hr 35 min,1 stop,Price unavailable
Vietnam Airlines,2025-11-24,1:30 AM,7:00 AM +1 (2025-11-25),27 hr 30 min,1 stop,Price unavailable
Air China,2025-11-24,1:45 AM,4:20 PM (2025-11-24),12 hr 35 min,1 stop,Price unavailable
Air China,2025-11-24,1:45 AM,7:00 PM (2025-11-24),15 hr 15 min,1 stop,Price unavailable
Air China,2025-11-24,1:45 AM,7:50 PM (2025-11-24),16 hr 5 min,1 stop,Price unavailable
Air China,2025-11-24,1:45 AM,9:30 PM (2025-11-24),17 hr 45 min,1 stop,Price unavailable
Air China,2025-11-24,1:45 AM,1:40 PM +1 (2025-11-25),33 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-24,4:25 AM,5:30 PM (2025-11-24),11 hr 5 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-24,4:25 AM,7:15 AM +1 (2025-11-25),24 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,5:25 AM,6:20 AM +1 (2025-11-25),22 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,8:40 AM,9:40 PM (2025-11-24),11 hr,1 stop,Price unavailable
Singapore Airlines,2025-11-24,8:40 AM,3:35 PM +1 (2025-11-25),28 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,9:30 AM,9:40 PM (2025-11-24),10 hr 10 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,9:30 AM,7:30 AM +1 (2025-11-25),20 hr,1 stop,Price unavailable
Singapore Airlines,2025-11-24,9:30 AM,3:35 PM +1 (2025-11-25),28 hr 5 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-24,9:40 AM,7:15 AM +1 (2025-11-25),19 hr 35 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,11:10 AM,6:20 AM +1 (2025-11-25),17 hr 10 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-24,11:10 AM,7:15 AM +1 (2025-11-25),18 hr 5 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,11:10 AM,7:30 AM +1 (2025-11-25),18 hr 20 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,11:10 AM,3:35 PM +1 (2025-11-25),26 hr 25 min,1 stop,Price unavailable
"Garuda Indonesia, Vietnam Airlines",2025-11-24,11:30 AM,7:45 AM +1 (2025-11-25),18 hr 15 min,2 stops,Price unavailable
Malaysia Airlines,2025-11-24,12:15 PM,7:15 AM +1 (2025-11-25),17 hr,1 stop,Price unavailable
Singapore Airlines,2025-11-24,2:15 PM,6:20 AM +1 (2025-11-25),14 hr 5 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,2:15 PM,7:30 AM +1 (2025-11-25),15 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-11-24,2:15 PM,3:35 PM +1 (2025-11-25),23 hr 20 min,1 stop,Price unavailable
Vietnam Airlines,2025-11-24,2:40 PM,7:00 AM +1 (2025-11-25),14 hr 20 min,2 stops,Price unavailable
"Vietnam Airlines, ANA",2025-11-24,2:40 PM,7:00 AM +1 (2025-11-25),14 hr 20 min,1 stop,Price unavailable
Vietnam Airlines,2025-11-24,2:40 PM,7:35 AM +1 (2025-11-25),14 hr 55 min,2 stops,Price unavailable
Vietnam Airlines,2025-11-24,2:40 PM,7:45 AM +1 (2025-11-25),15 hr 5 min,1 stop,Price unavailable
Vietnam Airlines,2025-11-24,2:40 PM,3:05 PM +1 (2025-11-25),22 hr 25 min,2 stops,Price unavailable
"Indonesia AirAsia, Thai AirAsia X",2025-11-25,4:45 PM,10:45 AM +1 (2025-11-26),16 hr,1 stop,"IDR 3,193,900"
China Eastern,2025-11-25,11:45 PM,12:00 PM +1 (2025-11-26),10 hr 15 min,1 stop,"IDR 3,558,000"
China Southern,2025-11-25,12:20 AM,3:00 PM (2025-11-25),12 hr 40 min,1 stop,"IDR 3,935,900"
"Indonesia AirAsia, Thai AirAsia X",2025-11-25,2:35 PM,10:45 AM +1 (2025-11-26),18 hr 10 min,1 stop,"IDR 3,193,900"
EVA Air,2025-11-25,2:35 PM,7:20 PM +1 (2025-11-26),26 hr 45 min,1 stop,"IDR 3,471,400"
EVA Air,2025-11-25,2:35 PM,8:20 PM +1 (2025-11-26),27 hr 45 min,1 stop,"IDR 3,471,400"
China Eastern,2025-11-25,11:45 PM,12:50 PM +1 (2025-11-26),11 hr 5 min,1 stop,"IDR 3,558,000"
"China Eastern, Shanghai Airlines",2025-11-25,11:45 PM,3:50 PM +1 (2025-11-26),14 hr 5 min,1 stop,"IDR 3,558,000"
China Eastern,2025-11-25,11:45 PM,3:55 PM +1 (2025-11-26),14 hr 10 min,1 stop,"IDR 3,558,000"
China Eastern,2025-11-25,11:45 PM,6:30 PM +1 (2025-11-26),16 hr 45 min,1 stop,"IDR 3,558,000"
China Eastern,2025-11-25,11:45 PM,8:50 PM +1 (2025-11-26),19 hr 5 min,1 stop,"IDR 3,558,000"
China Eastern,2025-11-25,11:45 PM,8:55 PM +1 (2025-11-26),19 hr 10 min,1 stop,"IDR 3,558,000"
Vietjet,2025-11-25,2:00 PM,3:25 PM +1 (2025-11-26),23 hr 25 min,1 stop,"IDR 3,597,984"
